time,vx,vy,vz
190.1228485107422,-0.182970330119133,0.009709082543849945,0.04695471376180649
195.06764221191406,-0.16707158088684082,0.036237750202417374,0.04635714367032051
187.80230712890625,-0.17854183912277222,0.018057076260447502,0.03709157928824425
188.8711395263672,-0.19345489144325256,0.047395434230566025,0.03958098962903023
190.63711547851562,-0.21643970906734467,0.03909854590892792,0.039002351462841034
189.809326171875,-0.21246224641799927,0.040413837879896164,0.020206429064273834
190.54293823242188,-0.2240125685930252,0.04951545596122742,0.011248898692429066
189.85032653808594,-0.1871311515569687,0.045916348695755005,-0.00018306178390048444
185.40907287597656,-0.17499558627605438,0.03397549316287041,-0.004276962950825691
186.2454376220703,-0.1531575620174408,0.049533113837242126,0.0026933324988931417
192.09336853027344,-0.15874014794826508,0.017979152500629425,0.013523303903639317
193.7389373779297,-0.15711630880832672,0.019022487103939056,0.028007954359054565
186.1183624267578,-0.17207878828048706,0.002828411292284727,0.03591048717498779
189.44931030273438,-0.19216948747634888,0.00415013125166297,0.04550168663263321
186.60116577148438,-0.17636150121688843,0.0001281462173210457,0.04460012912750244
191.6179656982422,-0.18006198108196259,-0.030756773427128792,0.04534675553441048
194.8292236328125,-0.1699124276638031,-0.010046481154859066,0.04385479912161827
188.93527221679688,-0.18061670660972595,-0.010094993747770786,0.04445802792906761
74.66316223144531,-0.043825916945934296,-0.0438181571662426,0.012834383174777031
86.557861328125,-0.06277303397655487,-0.06446032226085663,-0.018892580643296242
106.09459686279297,-0.19214212894439697,0.0048917317762970924,0.017425045371055603
115.68641662597656,-0.19513598084449768,0.013361411169171333,0.019861580803990364
187.4473114013672,-0.2113715261220932,-0.014833125285804272,0.04547998681664467
193.8090362548828,-0.22969412803649902,-0.004378207493573427,0.04920898750424385
186.15794372558594,-0.2142174243927002,-0.02620002254843712,0.038358502089977264
188.77720642089844,-0.2286415994167328,-0.059207331389188766,0.02936720848083496
186.60592651367188,-0.24302896857261658,-0.08470586687326431,0.021639274433255196
187.0591583251953,-0.22332759201526642,-0.0896122008562088,0.014509758912026882
186.17916870117188,-0.21069270372390747,-0.0873749777674675,0.007744490634649992
192.1250762939453,-0.21535468101501465,-0.1046973466873169,0.008481243625283241
188.75216674804688,-0.21686677634716034,-0.11000262945890427,0.013229862786829472
186.1219482421875,-0.19013020396232605,-0.1133672371506691,0.020314445719122887
195.21141052246094,-0.19439002871513367,-0.12838613986968994,0.028879540041089058
185.34326171875,-0.1852864921092987,-0.1308111697435379,0.0403844378888607
188.60888671875,-0.21636079251766205,-0.14095044136047363,0.055179208517074585
188.47750854492188,-0.23016519844532013,-0.14805598556995392,0.0691087543964386
188.11297607421875,-0.24930641055107117,-0.16114240884780884,0.07444234937429428
185.57070922851562,-0.23731541633605957,-0.17719152569770813,0.07726681232452393
190.27590942382812,-0.2530146539211273,-0.15316691994667053,0.08389133960008621
192.85440063476562,-0.26632392406463623,-0.15517286956310272,0.09218403697013855
187.31617736816406,-0.26828810572624207,-0.13296827673912048,0.09191936254501343
189.5365753173828,-0.2773904502391815,-0.1389838010072708,0.08719083666801453
191.528564453125,-0.26686039566993713,-0.15560443699359894,0.07347942888736725
191.4603729248047,-0.2327324002981186,-0.16013219952583313,0.05844693258404732
193.22157287597656,-0.24527275562286377,-0.1618928760290146,0.049731459468603134
189.1279296875,-0.2098464071750641,-0.14217685163021088,0.045949675142765045
190.52792358398438,-0.21713370084762573,-0.1320222020149231,0.05386476591229439
188.62820434570312,-0.19733673334121704,-0.1059827134013176,0.06253550946712494
188.16209411621094,-0.18815404176712036,-0.10237445682287216,0.07449418306350708
189.67031860351562,-0.203413188457489,-0.09618040174245834,0.09277145564556122
188.32516479492188,-0.24942786991596222,-0.09726157784461975,0.10231650620698929
195.24407958984375,-0.2320241779088974,-0.09589789062738419,0.08913177996873856
193.25685119628906,-0.22442041337490082,-0.0796092078089714,0.0822691097855568
187.41513061523438,-0.2855190932750702,-0.02822321280837059,0.059386253356933594
190.0460662841797,-0.2077368050813675,-0.06063445284962654,0.05566980689764023
187.15548706054688,-0.20125316083431244,-0.050043024122714996,0.05304936692118645
